ImageID,Labels,Caption
20499.jpg,1,"A person snowboarding, one carrying a sled an one walking in the snow."
24705.jpg,1,a child in the bathroom playing in the toilet
22177.jpg,15,A book that is sitting on a green bench.
21401.jpg,1 19,A man on a horse that is jumping in the air.
17554.jpg,5,A passenger plane that is flying in the sky.
22280.jpg,1,Two tennis players playing a game of tennis.
10422.jpg,18,A dog licking a cupcake covered in frosting.
22916.jpg,1,A baseball player with a catcher's glove crouching to catch a ball.
28934.jpg,1 4,A green motorcycle parked next to a man standing in front of a car.
7063.jpg,1,in this picture all you can see is a persons elbow
17460.jpg,1,A man holding a surfboard walking into the ocean.
24608.jpg,1,A woman riding a snowboard into the air.
21274.jpg,1,A woman holding a hair dryer while wearing goggles.
22942.jpg,1,A woman sticking her tongue out sitting on a touch.
20576.jpg,1,A young woman chatting on her cell phone outside
1554.jpg,1 2,A bike shop in a busy Asian marketplace.
16384.jpg,1,A man riding a skateboard through orange cones.
29740.jpg,16,A bunch turkeys is running through a field at night.
25655.jpg,1 3 15,A woman standing at an airport next to luggage.
18577.jpg,1,Person holding a parasol standing in front of trees and shrubs.
21202.jpg,10 3,traffic lights on a busy street during Christmas
23975.jpg,1,a surfer in a wet suit  is surfing and some rocks
22257.jpg,8 1,A man playing with a baseball bat outside during a sunny day.
6263.jpg,1 3 6 15,A red city bus parked at a bus stop in a busy city.
88.jpg,10 1 2 3,some bicycle riders are crossing a street
18387.jpg,1,A man with bunches of bananas stands next to them.
21920.jpg,1,Two giraffe standing next to each other on a dirt road.
8960.jpg,1,A young woman sitting on her knees holding a Wii controller.
14577.jpg,1,A baby girl sitting at a table topped with a chocolate cake.
19237.jpg,8 1,A woman faces a truck that is loaded with luggage.
16145.jpg,1 3 6 7 8,An orange trolly cart passing a woman holding bags.
3070.jpg,8 3 5,there is an airplane that is parked on the yard at the air port
8895.jpg,1,A tall steeple tower with a face clock on the side.
26832.jpg,1,Tennis player on the move on grass court.
15276.jpg,1,two people standing near a stand with pots
15105.jpg,1,A man playing Wii in his living room
21262.jpg,16,a few birds that are walking around a field
14001.jpg,9,A row of boats parked next to each other.
12088.jpg,1,A man walking with a young boy on top of a cement area.
16899.jpg,1,A man on a tennis court is hitting a ball with his racquet.
18457.jpg,1,a couple of baseball players with baseball bats in hand
24391.jpg,1,Baseball player preparing to strike ball from the pitcher during game.
776.jpg,1,A group of people standing next to a baggage terminal.
17825.jpg,1,THERE ARE SOME THINGS LIKE FOOD GOING IN THE TOASTER
17884.jpg,1,A baseball player holding a bat next to a base.
14452.jpg,1,a man and a woman are sitting together
939.jpg,1,The giraffe is eating from the hands of the spectators
10397.jpg,17,A black and white cat sleeps on a brown bag.
14822.jpg,1 15,a tennis player sitting on a bench with a towel
12292.jpg,1,A baseball game in progress with the batter at home plate ready to swing at the oncoming ball.
25748.jpg,15,a black and white photo of a bench on dirt
12037.jpg,1,A man on the street talking on a cell phone.
19249.jpg,1 5,A small propeller plane sitting underneath a covering at an airport.
4397.jpg,8 1 3 16,cars parked in the sand and people flying kites
12351.jpg,1 3,A little kid kicking a soccer ball in a parking lot.
611.jpg,1,A man tossing a frisbee into a metal net.
30.jpg,18,A white dog holding a purple frisbee in it's mouth.
24992.jpg,1,Man speaking emphatically on a cell phone in house
25488.jpg,1,A man in a burgundy shirt playing Wii bowling.
5043.jpg,1,A man riding a log down a hill on a skateboard.
3056.jpg,1,Several small kids play ball n the yard of their school
7172.jpg,1 15,A TODDLER IS ON THE COURT HOLDING A TENNIS RACKET
7917.jpg,1 4,A man and woman sitting by a pile of bananas
2174.jpg,1,A man wearing a birthday cake hat holding a cellphone.
12539.jpg,1,A woman playing tennis has just hit the ball.
26142.jpg,1,A group of men standing next to each other holding up cellphones.
2984.jpg,1 18,Three people posing for a picture in front of surf boards.
2207.jpg,1,A person flies a kite while surfing the waves.
547.jpg,1,The man is riding his surfboard with a stuffed animal.
16613.jpg,17,A man sitting in a bathroom sink under a mirror.
11275.jpg,1,A tennis player is playing tennis on the court
18012.jpg,7,A train station with Ringling Bros trains nearby
945.jpg,1 6,Looking from vehicle window at people through a bus window.
26819.jpg,1 17,Man laying on top of bed in green towel working on laptop.
24449.jpg,1,A picture of an umbrella on the street.
10468.jpg,3 10 11,A open fire hydrant spewing water on a street.
13982.jpg,1 3 6 15 19,Living room with furniture and items that makes me think they have children
12309.jpg,1,The older people are watching the kid play
8835.jpg,9,Several small boats together in the open water.
29804.jpg,1,A person riding a surfboard on top of a wave.
3352.jpg,1 15,An old woman sits next to a large stuffed teddy bear on a bench.
24439.jpg,1,there are two woman one has a orange the other has broccoli
1680.jpg,1,A person stepping on a full suite case.
25776.jpg,1,A boy holding a bite of cake on a spoon at a table.
1557.jpg,16,Birds flying in to land on a lake
18318.jpg,1 2 6,A double deck tour bus parked at the side of a street.
10711.jpg,1,Two men sitting on a couch playing games on Nintendo Wii.
5863.jpg,1 15,A couple sitting on top of a bench in a park.
12568.jpg,1,A woman in brown jacket walking with a piece of luggage.
7729.jpg,1,a man lunging on the court holding a tennis rakett
19534.jpg,1 15,A person standing on top of a beach as the sun sets.
2698.jpg,1,a lady with a bat swings at a ball
4199.jpg,1,a child holding a game controller in a room.
21755.jpg,16 1 2,"many people at a beach, a few are holding surf boards"
29409.jpg,1 15,there are many benches that line this park
24613.jpg,1,Closeup of a row of stuffed teddy bears and a weird creature.
5653.jpg,1,A group of men in blue and red jerseys eating from a cake.
14048.jpg,1,A man is jumping near a ramp on a skateboard.
20486.jpg,1,People standing outside leaning against what looks like a public transport bus.
15829.jpg,1,A couple of young boys standing next to a herd of sheep.
23339.jpg,4,A silver motorcycle next to black and beige chairs.
22445.jpg,1 9,Some people are sitting around a table by the water.
8596.jpg,1,A man holding a container with fake donuts.
3732.jpg,9 3,a bunch of boats  that are on the shore line
17626.jpg,1 6,"A white bus parked next to a bunch of red, orange and white parked buses."
14608.jpg,1,there are three chidden playing a video game together
1719.jpg,1,A young man holding a milk jug and standing on a skateboard.
16730.jpg,1,a couple of people on skis stand on some snow
18220.jpg,1,A skateboarder jumping some stairs at a building.
13530.jpg,3,A display in front of a store with lots of furniture.
26934.jpg,16 1,there is a man on the field playing with a frisbee
8781.jpg,1 3,a person standing on a kitchen counter painting
18439.jpg,4,The motorcycle with the female idol atop is parked on the sidewalk next to a wall
3113.jpg,1,A man on a snowboard performing a trick.
10285.jpg,1,A person wearing a helmet riding a skateboard.
28747.jpg,1,A man in black shirt with laptop and music mixing equipment.
1498.jpg,6,There is an image of books and toys on the shelf
18796.jpg,10,A couple of pay phones sitting on the side of a building.
28354.jpg,8 1 5,Boarding ladders are attached to the side of a large airliner.
28013.jpg,15,A table on a balcony with lots of different colored spools of thread.
9298.jpg,1,A man jumping in the air while holding a suitcase.
15075.jpg,1,A group of young people checking out a frisbee
22001.jpg,15,A large white clock tower towering above a stone wall.
14807.jpg,1,Two men talking next to a table of cell phones.
1497.jpg,1 3,A giant outdated cell phone attached to a holder.
27493.jpg,1,A bald man standing in a kitchen with an apron making pizza.
29599.jpg,1,a baby that is next to a teddy bear
18104.jpg,1 19 15,Two officers are riding their horses on the road.
27914.jpg,1 19,Crowded stadium seating at a horse race track.
26302.jpg,1,A lone surfer riding the last of the wave to the shore
21012.jpg,17,A black sheep standing next to a cat in an entrance.
3296.jpg,1 3 5,A car parked next to an airplane on a field.
13559.jpg,15,A wooden bench sits by the fence and some trees.
11661.jpg,1,Guy laughing as he lays down in the snow from falling with skis on
27927.jpg,15,A brick house with a lush green lawn.
18582.jpg,18,A dog pulling on a towel while standing on a sidewalk.
21896.jpg,1,A woman holds a tennis racket and tennis ball.
22819.jpg,3 6,A public transportation bus driving on the road near a bus stop at McDonald's.
12538.jpg,1 10 3,a male with a black shirt and a black and white street sign
563.jpg,9 3 1,A large yacht is docked near a cruise ship.
5345.jpg,8 3,A white delivery truck parked on the side of a road.
17365.jpg,17,A cat sitting in a sink beside a cup with a toothbrush in it.
12086.jpg,1,A vintage photo shows students sitting at their desks.
24399.jpg,1 3,A man in a green jacket is standing in the snow.
5290.jpg,1,A man wearing a uniform while standing in front of a sign.
23290.jpg,18 7,A small train traveling down rail road tracks.
1873.jpg,1 18 19,A woman with her horse and dog in a fenced field.
13263.jpg,1 4 15,A couple of people are siting on a bike together.
19248.jpg,1 3,A object in the sky is shown above houses.
29208.jpg,1 10 3,A tall tower with a clock stands majestically on the edge of a street.
25692.jpg,1,A man in a wetsuit surfing on a wave by a pier.
18447.jpg,1 15,A batter warms up as his team watches.
14827.jpg,1 9,"People riding jet skis near a barge on a river, while a man watches the river."
8665.jpg,1 3 6 10 14,A man and woman that is standing under an umbrella.
6133.jpg,1,A man in a red shirt attempting to hit a tennis ball.
18356.jpg,10 7,An aerial view of a train station and it's tracks.
13692.jpg,1,a close up of a person laying down with a stuffed animal
26886.jpg,9 1,some people riding little boats in a lake
25726.jpg,6,a very long bus moving on the street
9090.jpg,1,A man riding a skateboard on the street.
14421.jpg,9,A large white and blue boat traveling in a river.
29088.jpg,1 4,A person on a motorcycle carrying a box through a wheat field.
349.jpg,1,a woman leaning over looking into her phone as she gets ready to take a picture
1687.jpg,1,A woman on a court with a tennis racket.
1355.jpg,1 3,"A breakfast of fried egg on toast, milk, tea, blueberries and yogurt."
20506.jpg,7,A train traveling down the side of a lush green hillside.
20678.jpg,1,A man standing on a tennis court holding a tennis racquet.
9939.jpg,1 15 7,there are two skiers that are waiting at the train station
789.jpg,1,A man giving a speech showing a picture of electronics.
688.jpg,1,A man on a small water board tries to stay afloat.
23105.jpg,5,A U.S. Air Force plane on a runway.
9756.jpg,8 10 3,A group of red and white road dividers in the road.
26504.jpg,1 3,A child sitting in a toy shaped like a car with a person holding out their hand toward them.
3529.jpg,1,An older gentleman eating lunch with a younger woman
14942.jpg,8 1 2,A man stands next to a truck for delivering West Indian food.
26624.jpg,1,A man standing on skis while holding two ski poles.
5683.jpg,8 1 3 14,A group of women putting change into a meter
14954.jpg,1,A shop with lots of surfboard sitting in the front of it.
14359.jpg,5,Two planes sit on a runway under dark skies.
19305.jpg,1 2 3 6 8 10,A blue car driving in front of a silver bus.
13153.jpg,1,A group of people standing around a machine
11806.jpg,1,A person in an orange shirt threw a baseball at a person in the yellow shirt and he has his hand back.
29281.jpg,8 1 3,People in green safety vests and shirts stand on skis with wheels in a parking lot.
22723.jpg,5,Four jets flying parallel in the sky with smoking trailing behind.
26986.jpg,1,A crowd of people sitting around a table eating food.
2766.jpg,1,There are people at a market buying fresh produce.
19470.jpg,1,An adult and two children cross country ski through the snow.
2026.jpg,1,a man sitting on a skate board with a back pack
20197.jpg,16 9 3 1,Pelicans and seagulls sitting on the shore of a beach
1527.jpg,1,Two places with desert on a table next to a bottle and glass of soda.
